title,poet,poem
বাঁচাবে,শামসুর রাহমান,"এ শহরে জীবিকা সর্বত্রগামী; ছোট বড় সব
চাকুরে, টাউট, উচ্চাকাংক্ষী ধনবান, ভিখারীর
ভিড়, শীতরাতে অতি ব্যবহারে জীর্ণ, শীর্ণকায়
রঙিন গণিকা, গঞ্জনায় অভ্যস৫ত খঞ্জের জন্যে
আয়ের নানান পথ খোলা। বেশ কিছু বেকার যুবক
মাস্তানের দঙ্গলে সহজে ভিড়ে যায়। যত্রতত্র
ধর্মের ব্যবসা জমে ওঠে; নীতিবিবর্জত ফাঁপা
রাজনীতি, বাণিজ্যিক সভ্যতার মরু বেড়ে চলে।

এ শহরে কোনোদিন কোকিলের ডাক শুনে অকস্মাৎ
থমকে দাঁড়াই ফুটপাথে। শ্যামলীর এ মলিন
গলিতেও গোলাপের চাষ হয়, কোথাও কোথাও
প’ড়ে থাকে বুগেনভেলিয়া। সর্বোপরি আমাদের
দু’জনের অপরূপ মানবিক ভালোবাসা ধু ধু
শহরকে বাঁচাবে নিশ্চিত মরুভূর গ্রাস থেকে।"
"বাঁচো, তুমি বাঁচো",শামসুর রাহমান,"বাঁচো, তুমি বাঁচো ধীরে স্থির অনাবিল বেঁচে থাকো।
এক বুক রৌদ্রছায়া নিয়ে বাঁচো; কাকে
বলে বাঁচা, এনিয়ে খামোকা যুক্তিতর্ক
করো না কখনো, বাঁচো, তুমি শুধু বাঁচো।

এইতো তোমাকে ছুঁয়ে যায় হাওয়া, পাখি
শোনায় কত যে গান, জ্যোৎস্না তোমার পায়ের কাছে
কোমল লুটিয়ে পড়ে, গাছের নিবিড় পাতাগুলি
খোলাখুলি তোমাকে জপায় রোজ, ‘বাঁচো, তুমি বাঁচো’।

ম্লান, ছেঁড়া বাচাল পোস্টার পথে পড়ে আছে, শিশু
বখিল উঠানে খিলখিল হাসে খেলনাবিহীন;
বারান্দায় একজন তরুণী শ্রাবণ-কালো চুলে
চালায় চিরুনি চিরায়ত ডৌলে-চোখ ভরে দ্যাখো।

জ্বর ছেড়ে গেছে, মুখ নেই তেতো স্বাদ, ফল খাও, কাশিটাও
তেমন নাছোড় নয়। রোগ শোক সত্ত্বেও গভীর তুমি বাঁচো।
মেঘের ওপারে নয়, এখানেই কোথাও তোমার জন্যে কেউ
প্রতীক্ষায় আছে, তার আর কবিতার জন্যে বাঁচো, তুমি বেঁচে থাকো।"
বাগান,শামসুর রাহমান,"সে বারান্দায় দাঁড়িয়ে
কয়েকটি চারাগাছের দিকে তাকিয়ে তার
স্বপ্নের কথা বলছিল, ‘যদি কোনো দিন
আমার নিজের বাড়ি হয়, তাহ’লে আমার
শোবার ঘরের জানালার
কিছু দূরে থাকবে হাস্নাহেনার গাছ,
ড্রইং রুমের দেয়াল ঘেঁষে
বেড়ে উঠতে দেবো বেলি ফুলের ঝাড়
আর গেটের সামনে
ফুল ফোটাবে একটি বকুল গাছ’।

অথচ ঘুণাক্ষরে তার মনেই হয় নি যে,
সে নিজেই একটি বাগান। দেখি,
ওর স্বপ্নের ওপর শুধু
চিক চিক করছে দুপুরের রোদ।"
বাগান দেখালে তুমি,শামসুর রাহমান,"‘দ্যাখো, দ্যাখো, কেমন ফুটেছে ফুল আমার বাগানে;
বল্‌লে তুমি আমাকে সে-রাতে। দেখি গাঁদা আর কিছু
ডালিয়ার স্মিত মুখ। ‘এখানে গোলাপও ছিল ঢের
কখনো, কুকুর কষ্ট পাবে বলে, কাঁটার আঘাতে
গোলাপ মরেছে যত্নাভাবে-তোমার কথায় ছিল
বেদনার রেশ আর আসমানে পঞ্চমীর চাঁদ
যেন বা তোমার কণ্ঠে হর্ষবর্ধনের আমলের
হাঁসুলি, তোমার দেহে আমার দু’চোখ পর্যটক।

পঞ্চমীর চাঁদের অজানা নয় সে-রাতে তখন
আমার হৃদয়ে ফুটেছিল অজস্র রঙিন ফুল
তোমার সান্নিধ্যে সেই বাগানের কাছে, তুমি টের
পাওনি, এমন মশগুল ছিলে বিবরণে। শেষে
প্রস্থানের কালে দেখি কলোনি কংকাল অতিকায়
এবং পথের ধারে দুধের বাতিল কৌটো, এঁটো।"
বাঙালি পাঞ্জাবি মারাঠি গুজরাটি,জীবনানন্দ দাশ,"বাঙালি পাঞ্জাবি মারাঠি গুজরাটি বেহারি উৎকলি-আর সব
সাগরপারের দেশের মানুষ
এই কলকাতায় আমরা লক্ষ লক্ষ লোক, কোটি কোটি প্রাণ-রোজ
ভোরে জাগি, অন্ধকারে ঘুমাই
এই কি শুধু? এর প্রচণ্ড রহস্যের কথা তোমাদের মনে জাগে না?
এক মুহুর্তের জন্যও কি মনে হয় না
যেন সেই অতীতের এশিরিয়া মিশর আবার তাদের গল্প বলে যাচ্ছে

এই কলকাতায় 
মনুমেন্টের দিকে তাকিয়ে বেবিলনের সেই বিরাট স্তম্ভের কথা 
মনে হয় না কি যার উপরে সিংহের মূর্তি ছিল?
এই শহরটাকে বেবিলন মনে হয় না? মিশর বলে?

আমার কাছে এই শহরের ধুলো হাজার হাজার বছরের 
পুরনো বলে মনে হয়
জানালায় এই নারী, দিঘির জলে এর মাছ, আলিসায় এর পাখি,
দেয়ালে এর কীট
এক-এক সময় হেঁয়ালির মতো আমার চোখের দিকে তাকিয়ে থাকে।

বনলতা সেন
তুমি যখন নদীর ঘাটে স্নান করে ফিরে এলে
মাথার উপর জ্বলন্ত সূর্য তোমার,
অসংখ্য চিল, বেগুনের ফুলের মতো রঙিন আকাশের পর আকাশ
তখন থেকেই বুঝেছি আমরা মরি না কোনো দিন
কোনো প্রেম কোনো স্বপ্ন কোনো দিন মৃত হয় না
আমরা পথ থেকে পথ চলি শুধু-ধূসর বছর থেকে ধূসর বছরে-
আমরা পাশাপাশি হাঁটতে থাকি শুধু, মুখোমুখি দাঁড়াই;
তুমি আর আমি।"
বাদল-দিনে,কাজী নজরুল ইসলাম,"১
     আদর-গর-গর
     বাদর দর-দর
     এ-তনু ডর-ডর
            কাঁপিছে থর-থর।
     নয়ন ঢল-ঢল
     সজল ছল-ছল,
     কাজল কালো জল
            ঝরে লো ঝরঝর।
  
২
ব্যাকুল বন-রাজি শ্বসিছে ক্ষণে ক্ষণে,
সজনি! মন আজি গুমরে মনে মনে।
       বিদরে হিয়া মম
       বিদেশে প্রিয়তম,
       এ জনু পাখি সম
             বরিষা-জরজর।
  
৩
কাহার ও মেঘোপরি গমন গম-গম?
সখী রে মরি মরি, ভয়ে গা ছম-ছম।
  গগনে ঘন ঘন
  সঘনে শোনো-শোনো
  ঝনন রণরণ –
   সজনি ধরো ধরো।
  
৪
জলদ-দামা বাজে জলদে তালে তালে,
কাজরি-নাচা নাচে ময়ূর ডালে ডালে।
       শ্যামল মুখ স্মরি
       সখিয়া বুক মোরি
       উঠিছে ব্যথা ভরি
             আঁখিয়া ভরভর।

৫
বিজুরি হানে ছুরি চমকি রহি রহি
বিধুরা একা ঝুরি বেদনা কারে কহি।
       সুরভি কেয়া-ফুলে
       এ হৃদি বেয়াকুলে,
       কাঁদিছে দুলে দুলে
             বনানী মর-মর।
  
৬
নদীর কলকল, ঝাউয়ের ঝল-মল,
দামিনী জ্বলজ্বল, কামিনী টল-মল।
       আজি লো বনে বনে
       শুধানু জনে জনে,
       কাঁদিল বায়ুসনে
             তটিনী তরতর।
  
৭
আদুরি দাদুরি লো কহো লো কহো দেখি,
এমন বাদরি লো ডুবিয়া মরিব কি?
       একাকী এলোকেশে,
       কাঁদিব ভালোবেসে,
       মরিব লেখা-শেষে,
             সজনি সরো সরো।"
বাদল-রাতের পাখি,কাজী নজরুল ইসলাম,"বাদল-রাতের পাখি!
কবে পোহায়েছে বাদলের রাতি, তবে কেন থাকি থাকি
কাঁদিছ আজিও ‘বউ কথা কও’শেফালির বনে একা,
শাওনে যাহারে পেলে না, তারে কি ভাদরে পাইবে দেখা?…
তুমি কাঁদিয়াছ ‘বউ কথা কও’সে-কাঁদনে তব সাথে
ভাঙিয়া পড়েছে আকাশের মেঘ গহিন শাওন-রাতে।
বন্ধু, বরষা-রাতি
কেঁদেছে যে সাথে সে ছিল কেবল বর্ষা-রাতেরই সাথে!
আকাশের জল-ভারাতুর আঁখি আজি হাসি-উজ্জ্বল ;
তেরছ-চাহনি জাদু হানে আজ, ভাবে তনু ঢল ঢল!
কমল-দিঘিতে কমল-মুখীরা অধরে হিঙ্গুল মাখে,
আলুথালু বেশ – ভ্রমরে সোহাগে পর্ণ-আঁচলে ঢাকে।
শিউলি-তলায় কুড়াইতে ফুল আজিকে কিশোরী মেয়ে
অকারণ লাজে চমকিয়া ওঠে আপনার পানে চেয়ে।
শালুকের কুঁড়ি গুঁজিছে খোঁপায় আবেশে বিধুরা বধূ,
মুকুলি পুষ্প কুমারীর ঠোঁটে ভরে পুষ্পল মধু।
আজি আনন্দ-দিনে
পাবে কি বন্ধু বধূরে তোমার, হাসি দেখে লবে চিনে?
সরসীর তীরে আম্রের বনে আজও যবে ওঠ ডাকি
বাতায়নে কেহ বলে কি, “কে তুমি বাদল-রাতের পাখি!
আজও বিনিদ্র জাগে কি সে রাতি তার বন্ধুর লাগি?
যদি সে ঘুমায় – তব গান শুনি চকিতে ওঠে কি জাগি?
ভিন-দেশি পাখি! আজিও স্বপন ভাঙিল না হায় তব,
তাহার আকাশে আজ মেঘ নাই – উঠিয়াছে চাঁদ নব!
ভরেছে শূন্য উপবন তার আজি নব নব ফুলে,
সে কি ফিরে চায় বাজিতেছে হায় বাঁশি যার নদীকূলে?
বাদলা-রাতের পাখি!
উড়ে চলো – যথা আজও ঝরে জল, নাহিকো ফুলের ফাঁকি!"
বারেক ভালোবেসে যে জন মজে,রবীন্দ্রনাথ ঠাকুর,"বারেক ভালোবেসে যে জন মজে
দেবতাসম সেই ধন্য,
দ্বিতীয়বার পুন প্রেমে যে পড়ে
মূর্খের অগ্রগণ্য।
আমিও সে দলের মূর্খরাজ
দুবার প্রেমপাশে পড়ি;
তপন শশী তারা হাসিয়া মরে,
আমিও হাসি– আর মরি।"
বালুচরে,শামসুর রাহমান,"আমার দুঃখের বালুচরে কাকজ্যোৎস্না দেখে তুমি
ভেবো না সুখের নাও ভিড়েছে আমার ঘাটে। দেখো,
ভালো করে দেখো, এই নিঃসঙ্গতা সঙিন উঁচিয়ে
রেখেছে আমার দিকে; বাতাসে উড়ছে বালিকণা
হা হা স্বরে, নির্জনতা নিজেই ভীষণ ভীত স্ফীত
নদীটির খল খল শব্দে, সঙ্গিবিহীন এক
চখা চক্রাকারে ওড়ে মাথার ওপর অবিরাম-
তার হৃৎকমল ছিঁড়েছে শিকারির হিংস্র ক্রীড়া।

এসো না তুমিও এই বালুচরে সতর্ক পাহারা
এড়িয়ে কয়েক ঘণ্টা ভাসিয়ে ময়ূরপঙ্খী নাও।
মহুয়া হবে কি তুমি আধুনিক সাজসজ্জা ছেড়ে?
নিমেষে নদের চাঁদ হয়ে আমি সাজাবো তোমাকে
আমার ব্যাকুল প্রেমে, নাকি চখী হয়ে উড়ে এসে
ডাকবে আমাকে? সেই ডাকে হয়ে যাবো ফুল্ল চখা!"
বাসন্তী,সুফিয়া কামাল,"বাসন্তী
বেগম সুফিয়া কামাল"
বাহির হইতে দেখো না এমন করে,রবীন্দ্রনাথ ঠাকুর,"বাহির হইতে দেখো না এমন করে,
আমায় দেখো না বাহিরে।
আমায় পাবে না আমার দুখে ও সুখে,
আমার বেদনা খুঁজো না আমার বুকে,
আমায় দেখিতে পাবে না আমার মুখে
কবিরে খুঁজিছ যেথায় সেথা সে নাহি রে।

সাগরে সাগরে কলরবে যাহা বাজে,
মেঘগর্জনে ছুটে ঝঞ্ঝার মাঝে,
নীরব মন্দ্রে নিশীথ-আকাশে রাজে
আঁধার হইতে আঁধারে আসন পাতিয়া–
আমি সেই এই মানবের লোকালয়ে
বাজিয়া উঠেছি সুখে দুখে লাজে ভয়ে,
গরজি ছুটিয়া ধাই জয়ে পরাজয়ে
বিপুল ছন্দে উদার মন্দ্রে মাতিয়া।

যে গন্ধ কাঁপে ফুলের বুকের কাছে,
ভোরের আলোকে যে গান ঘুমায়ে আছে,
শারদ-ধান্যে যে আভা আভাসে নাচে
কিরণে কিরণে হসিত হিরণে হরিতে,
সেই গন্ধই গড়েছে আমার কায়া,
সে গান আমাতে রচিছে নূতন মায়া,
সে আভা আমার নয়নে ফেলেছে ছায়া–
আমার মাঝারে আমারে কে পারে ধরিতে।

নর-অরণ্যে মর্মতান তুলি,
যৌবনবনে উড়াই কুসুমধূলি,
চিত্তগুহায় সুপ্ত রাগিণীগুলি,
শিহরিয়া উঠে আমার পরশে জাগিয়া।
নবীন উষার তরুণ অরুণে থাকি
গগনের কোণে মেলি পুলকিত আঁখি,
নীরব প্রদোষে করুণ কিরণে ঢাকি
থাকি মানবের হৃদয়চূড়ায় লাগিয়া।

তোমাদের চোখে অঁখিজল ঝরে যবে
আমি তাহাদের গেঁথে দিই গীতরবে,
লাজুক হৃদয় যে কথাটি নাহি কবে
সুরের ভিতরে লুকাইয়া কহি তাহারে।
নাহি জানি আমি কী পাখা লইয়া উড়ি,
খেলাই ভুলাই দুলাই ফুটাই কুঁড়ি,
কোথা হতে কোন্‌ গন্ধ যে করি চুরি
সন্ধান তার বলিতে পারি না কাহারে।

যে আমি স্বপন-মুরতি গোপনচারী,
যে আমি আমারে বুঝিতে বুঝাতে নারি,
আপন গানের কাছেতে আপনি হারি,
সেই আমি কবি। কে পারে আমারে ধরিতে।
মানুষ-আকারে বদ্ধ যে জন ঘরে,
ভূমিতে লুটায় প্রতি নিমেষের ভরে,
যাহারে কাঁপায় স্তুতিনিন্দার জ্বরে,
কবিরে পাবে না তাহার জীবনচরিতে।"
বাহু,রবীন্দ্রনাথ ঠাকুর,
বিকল্প,শামসুর রাহমান,"যখন আমার কেউ থাকে না,
তখনও সে থাকে। সকল সময় ওর ঠোঁটে
শরতের রোদ্দুরের মতো
হাসি জড়ানো। ওর ঘন কালো চুলের বিন্যাস
কখনো বিপর্যস্ত; শরীরের ঢেউ
স্বপ্নের নক্‌শা আঁকে অবিরত সন্ধ্যার
আবছা স্বপ্নাভায়, রাত্রির স্তব্ধতায়।
তার কাছে যেন আমি প্রার্থনা করি
ভালোবাসবার অবসর এবং অমিতরায়ের ধরনে
তার কানে কানে বলি, আমার ভালোবাসা নয়
ঘড়ার জল, ওতে আছে দিঘির সাঁতার। আমাদের
ভালোবাসাবাসি শেষ অব্দি টিকবে কিনা
জানিনা, তবে এই মুহূর্তগুলি
সত্যের জ্যোর্তবলয়ে ঘূর্ণ্যমান।
ওকে নিয়ে পার্কে বেড়াই বিকেল বেলা,
ফুচকা, চটপটি খাই, মাঝে-মধ্যে রেঁস্তরার
কেবিনে বসি; পায়ে পা ঘষি, চুমু চুমু
খেলা খেলি, একুশে ফেব্রুয়ারিতে বাংলা একাডেমীর
গ্রন্থমেলায় যাই, কখনো পাশাপাশি
হাঁটি মীনাবাজারে।

কোনো কোনো মধ্যরাতে দেয়াল থেকে
নামিয়ে আনি তাকে,
চোখে তুলে নিই, আলিঙ্গন করি বারবার।
তখন হঠাৎ আমার ভেতর
জেগে ওঠে পাগলা মেহের আলি।"
বিদায়-স্মরণে,কাজী নজরুল ইসলাম,"পথের দেখা এ নহে গো বন্ধু
     এ নহে পথের আলাপন।
   এ নহে সহসা পথ-চলা শেষে
     শুধু হাতে হাতে পরশন।।
   নিমেষে নিমেষে নব পরিচয়ে
   হ’লে পরিচিত মোদের হৃদয়ে,
   আসনি বিজয়ী-এলে সখা হ’য়ে,
     হেসে হ’রে নিলে প্রাণ-মন।।
   রাজাসনে বসি’ হওনি ক’ রাজা,
     রাজা হ’লে বসি, হৃদয়ে,
   তাই আমাদের চেয়ে তুমি বেশী
     ব্যথা পেলে তব বিদায়ে।
   আমাদের শত ব্যথিত হৃদয়ে
   জাগিয়া রহিবে তুমি ব্যথা হ’য়ে,
   হ’লে পরিজন চির-পরিচয়ে-
     পুনঃ পাব তার দরশন,
     এ নহে পথের আলাপন।।

হুগলী, কার্তিক ১৩৩২"
বিদায় (অনুবাদ কবিতা),রবীন্দ্রনাথ ঠাকুর,"যাও তবে প্রিয়তম সুদূর প্রবাসে
নব বন্ধু নব হর্ষ নব সুখ আশে।
সুন্দরী রমণী কত, দেখিবে গো শত শত
ফেলে গেলে যারে তারে পড়িবে কি মনে?
তব প্রেম প্রিয়তম, অদৃষ্টে নাইকো মম
সে-সব দুরাশা সখা করি না স্বপনে
কাতর হৃদয় শুধু এই ভিক্ষা চায়
ভুলো না আমায় সখা ভুলো না আমায়।
স্মরিলে এ অভাগীর যাতনার কথা,
যদিও হৃদয়ে লাগে তিলমাত্র ব্যথা,
মরমের আশা এই, থাক্‌ রুদ্ধ মরমেই
কাজ নাই দুখিনীরে মনে করে আর।
কিন্তু দুঃখ যদি সখা, কখনো গো দেয় দেখা
মরমে জনমে যদি যাতনার ভার,
ও হৃদয় সান্ত্বনার বন্ধু যদি চায়
ভুলো না আমায় সখা ভুলো না আমায়।"
বিদায় গান,শামসুর রাহমান,"কেন এ বিদায় গান বারবার শোনাও আমাকে?
কেউ কি কখনো মুমূর্ষের কানে কানে আওড়ায়-
ফুরালো তোমার বেলা মগ্ন আমি স্বপ্নের পাড়ায়,
কেন গুঁড়ো ক’রে দিতে চাও কাচের মতন তাকে?
আমি তো স্বপ্নের পথ্যে ক্রমাগত বাঁচাই সত্তাকে।
জীবন কাটাতে চাই সেই দু’টি চোখের তারায়
চোখ রেখে, অথচ আমার দিকে প্রেত পা বাড়ায়
অন্ধকারে, ঘুরি দিশাহারা ভীষণ নিশির ডাকে।

আমাকে বিদায় গান কোনো ছলে শুনিও না আর;
বরং আশ্বাস দাও সান্নিধ্যের এবং চুম্বন
দাও আজ আমার তৃষ্ণার্ত ওষ্ঠে নিবিড়-মদির।
সে চুন্বনে তপ্ত অন্ধ উদ্বেলিত শেণিতে আমার
উঠবে জেগে অতিদূর শতাব্দীর স্মৃতি-বিস্মরণ
আর নিমেষেই হবে দীপান্বিতা তোমার শরীর।"
বিদায় শেষের কবিতা থেকে,রবীন্দ্রনাথ ঠাকুর,"কালের যাত্রার ধ্বনি শুনিতে কি পাও।
তারি রথ নিত্যই উধাও
জাগাইছে অন্তরীক্ষে হৃদয়স্পন্দন,
চক্রে-পিষ্ট আঁধারের বক্ষফাটা তারার ক্রন্দন।
                 ওগো বন্ধু,
সেই ধাবমান কাল
জড়ায়ে ধরিল মোরে ফেরি তার জাল
তুলে নিল দ্রুতরথে
      দুঃসাহসী ভ্রমণের পথে
         তোমা হতে বহু দূরে।
মনে হয়, অজস্র মৃত্যুরে
পার হয়ে আসিলাম
আজি নবপ্রভাতের শিখরচূড়ায়--
রথের চঞ্চল বেগ হাওয়ায় উড়ায়
             আমার পুরানো নাম।
ফিরিবার পথ নাহি;
দূর হতে যদি দেখ চাহি
পারিবে না চিনিতে আমায়।
                         হে বন্ধু, বিদায়।

কোনোদিন কর্মহীন পূর্ণ অবকাশে বসন্তবাতাসে
অতীতের তীর হতে যে রাত্রে বহিবে দীর্ঘশ্বাস,
ঝরা বকুলের কান্না ব্যথিবে আকাশ,
সেই ক্ষণে খুঁজে দেখো--কিছু মোর পিছে রহিল সে
তোমার প্রাণের প্রান্তে; বিস্মৃতিপ্রদোষে হয়তো দিবে সে জ্যোতি,
হয়তো ধরিবে কভু নাম-হারা স্বপ্নের মুরতি।
তবু সে তো স্বপ্ন নয়,
সব-চেয়ে সত্য মোর, সেই মৃত্যুঞ্জয়,
                 সে আমার প্রেম।

তারে আমি রাখিয়া এলেম
অপরিবর্তন অর্ঘ্য তোমার উদ্দেশে।
পরিবর্তনের স্রোতে আমি যাই ভেসে
কালের যাত্রায়।  হে বন্ধু, বিদায়।

 
তোমার হয় নি কোনো ক্ষতি
মর্তের মৃত্তিকা মোর, তাই দিয়ে অমৃতমুরতি
যদি সৃষ্টি করে থাক, তাহারি আরতি
             হোক তব সন্ধ্যাবেলা,
                 পূজার সে খেলা
ব্যাঘাত পাবে না মোর প্রত্যহের ম্লান স্পর্শ লেগে;
             তৃষার্ত আবেগ-বেগে
ভ্রষ্ট নাহি হবে তার কোনো ফুল নৈবেদ্যের থালে।
             তোমার মানস-ভোজে সযত্নে সাজালে
      যে ভাবরসের পাত্র বাণীর তৃষায়,
             তার সাথে দিব না মিশায়ে
যা মোর ধূলির ধন, যা মোর চক্ষের জলে ভিজে।

আজো তুমি নিজে হয়তো-বা করিবে রচন
মোর স্মৃতিটুকু দিয়ে স্বপ্নাবিষ্ট তোমার বচন।
ভার তার না রহিবে, না রহিবে দায়।
                         হে বন্ধু, বিদায়।

 মোর লাগি করিয়ো না শোক,
আমার রয়েছে কর্ম, আমার রয়েছে বিশ্বলোক।
             মোর পাত্র রিক্ত হয় নাই--
শূন্যেরে করিব পূর্ণ, এই ব্রত বহিব সদাই।
উৎকণ্ঠ আমার লাগি কেহ যদি প্রতীক্ষিয়া থাকে
             সেই ধন্য করিবে আমাকে।
শুক্লপক্ষ হতে আনি
রজনীগন্ধার বৃন্তখানি
   যে পারে সাজাতে
অর্ঘ্যথালা  কৃষ্ণপক্ষ রাতে,
যে আমারে দেখিবারে পায়
                 অসীম ক্ষমায়
ভালো মন্দ মিলায়ে সকলি,
এবার পূজায় তারি আপনারে দিতে চাই বলি।"
বিদায়-চুম্বন,রবীন্দ্রনাথ ঠাকুর,"একটি চুম্বন দাও প্রমদা আমার
জনমের মতো দেখা হবে না কো আর।
মর্মভেদী অশ্রু দিয়ে, পূজিব তোমারে প্রিয়ে
দুখের নিশ্বাস আমি দিব উপহার।
সে তো তবু আছে ভালো, একটু আশার আলো
জ্বলিতেছে অদৃষ্টের আকাশে যাহার।
কিন্তু মোর আশা নাই, যে দিকে ফিরিয়া চাই
সেই দিকে নিরাশার দারুণ আঁধার!
ভালো যে বেসেছি তারে দোষ কী আমার?
উপায় কী আছে বলো উপায় কী তার?
দেখামাত্র সেই জনে, ভালোবাসা আসে মনে
ভালো বাসিলেই ভুলা নাহি যায় আর!
নাহি বাসিতাম যদি এত ভালো তারে
অন্ধ হয়ে প্রেমে তার মজিতাম না রে
যদি নাহি দেখিতাম, বিচ্ছেদ না জানিতাম
তা হলে হৃদয় ভেঙে যেত না আমার!
আমারে বিদায় দাও যাই গো সুন্দরী,
যাই তবে হৃদয়ের প্রিয় অধীশ্বরী,
থাকো তুমি থাকো সুখে, বিমল শান্তির বুকে
সুখ, প্রেম, যশ, আশা থাকুক তোমার
একটি চুম্বন দাও প্রমদা আমার।"
বিদায়-বেলায়,কাজী নজরুল ইসলাম,"তুমি অমন ক’রে গো বারে বারে জল-ছল-ছল চোখে চেয়ো না,
       জল-ছল-ছল চোখে চেয়ো না।
   ঐ কাতর কন্ঠে থেকে থেকে শুধু বিদায়ের গান গেয়ো না,
       শুধু বিদায়ের গান গেয়ো না।।
   হাসি দিয়ে যদি লুকালে তোমার সারা জীবনের বেদনা,
   আজো তবে শুধু হেসে যাও, আজ বিদায়ের দিনে কেঁদো না।
    ঐ ব্যথাতুর আঁখি কাঁদো-কাঁদো মুখ
     দেখি আর শুধু হেসে যাও,আজ বিদায়ের দিনে কেঁদো না।
     চলার তোমার বাকী পথটুকু-
     পথিক! ওগো সুদূর পথের পথিক-
   হায়,  অমন ক’রে ও অকর”ণ গীতে আঁখির সলিলে ছেয়ো না,
       ওগো আঁখির সলিলে ছেয়ো না।।

    দূরের পথিক! তুমি ভাব বুঝি
      তব ব্যথা কেউ বোঝে না,
        তোমার ব্যথার তুমিই দরদী একাকী,
     পথে ফেরে যারা পথ-হারা,
     কোন গৃহবাসী তারে খোঁজে না,
     বুকে ক্ষত হ’য়ে জাগে আজো সেই ব্যথা-লেখা কি?
   দূর বাউলের গানে ব্যথা হানে বুঝি শুধু ধূ-ধূ মাঠে পথিকে?
   এ যে মিছে অভিমান পরবাসী! দেখে ঘর-বাসীদের ক্ষতিকে!
    তবে জান কি তোমার বিদায়- কথায় 
     কত বুক-ভাঙা গোপন ব্যথায়
    আজ কতগুলি প্রাণ কাঁদিছে কোথায়-
     পথিক! ওগো অভিমানী দূর পথিক!
   কেহ ভালোবাসিল না ভেবে যেন আজো
      মিছে ব্যথা পেয়ে যেয়ো না,
   ওগো যাবে যাও, তুমি বুকে ব্যথা নিয়ে যেয়ো না।।"
বিদেশী ফুলের গুচ্ছ – ১,রবীন্দ্রনাথ ঠাকুর,"মধুর সূর্যের আলো , আকাশ বিমল ,
সঘনে উঠিছে নাচি তরঙ্গ উজ্জ্বল ।
         মধ্যাহ্নের স্বচ্ছ করে
         সাজিয়াছে থরে থরে
ক্ষুদ্র নীল দ্বীপগুলি , শুভ্র শৈলশির ।
         কাননে কুঁড়িরে ঘিরি
         পড়িতেছে ধীরি ধীরি
পৃথিবীর অতি মৃদু নিশ্বাসসমীর ।
একই আনন্দে যেন গায় শত প্রাণ —
বাতাসের গান আর পাখিদের গান ।
         সাগরের জলরব
         পাখিদের কলরব
এসেছে কোমল হয়ে স্তব্ধতার সংগীত-সমান ।

কিন্তু নিরাশাও শান্ত হয়েছে এমন
যেমন বাতাস এই , সলিল যেমন
         মনে হয় মাথা থুয়ে
         এইখানে থাকি শুয়ে
অতিশয় শ্রান্তকায় শিশুটির মতো ।
         কাঁদিয়া দুঃখের প্রাণ
         করে দিই অবসান —
যে দুঃখ বহিতে হবে , বহিয়াছি কত ।
আসিবে ঘুমের মতো মরণের কোল ,
ধীরে ধীরে হিম হয়ে আসিবে কপোল ।
         মুমূর্ষু শ্রবণতলে
         মিশাইবে পলে পলে
সাগরের অবিরাম একতান অন্তিম কল্লোল ।"
বিদেশী ফুলের গুচ্ছ – ২,রবীন্দ্রনাথ ঠাকুর,"সারাদিন গিয়েছিনু বনে
ফুলগুলি তুলেছি যতনে ।
    প্রাতে মধুপানে রত
    মুগ্ধ মধুপের মতো
গান গাহিয়াছি আনমনে ।

  
এখন চাহিয়া দেখি , হায় ,
ফুলগুলি শুকায় শুকায় ।
   যত চাপিলাম মুঠি
   পাপড়িগুলি গেল টুটি —
কান্না ওঠে , গান থেমে যায় ।

  
কী বলিছ সখা হে আমার —
ফুল নিতে যাব কি আবার ।
    থাক্‌ বঁধু , থাক্‌ থাক্‌ ,
     আর কেহ যায় যাক ,
আমি তো যাব না কভু আর ।

  
শ্রান্ত এ হৃদয় অতি দীন ,
পরান হয়েছে বলহীন ।
   ফুলগুলি মুঠা ভরি
    মুঠায় রহিবে মরি ,
আমি না মরিব যত দিন ।"
বিদেশী ফুলের গুচ্ছ – ৩,রবীন্দ্রনাথ ঠাকুর,"আমায় রেখো না ধরে আর,
আর হেথা ফুল নাহি ফুটে।
হেমন্তের পড়িছে নীহার,
আমায় রেখো না ধরে আর।
যাই হেথা হতে যাই উঠে,
আমার স্বপন গেছে টুটে।
কঠিন পাষাণপথে
যেতে হবে কোনোমতে
পা দিয়েছি যবে।
একটি বসন্তরাতে
ছিলে তুমি মোর সাথে–
পোহালো তো, চলে যাও তবে।"
